,name,gsis_id,pfr_id
9813,Sebastian Janikowski,,
9814,Patrick Jeffers,,
9815,Greg Jefferson,,
9816,Shawn Jefferson,,
9817,Dietrich Jells,,
9818,Billy Jenkins,,
9819,MarTay Jenkins,,
9820,Kris Jenkins,,
9821,Ronney Jenkins,,
9822,Brian Jennings,,
9823,Travis Jervey,,
9824,New York Jets,,
9825,New York Jets,,
9826,James Jett,,
9827,John Jett,,
9828,Anthony Johnson,,
9829,Eric Bieniemy,,BienEr00
9830,Gary Brown,,BrowGa00
9831,Kris Brown,,
9832,Bob Christian,,ChriBo00
9833,Ben Coates,,CoatBe00
9834,Aaron Craver,,CravAa00
9835,Brett Favre,,FavrBr00
9836,Chris Gardocki,,GardCh20
9837,Tony Bryant,,
9838,Andrew Glover,,GlovAn00
9839,Jeff Graham,,GrahJe00
9840,Howard Griffith,,GrifHo00
9841,Alvin Harper,,HarpAl00
9842,Keith Bulluck,,
9843,Donald Hollas,,HollDo00
9844,Raghib Ismail,,
9845,Michael Jackson,,JackMi00
9846,Shawn Jefferson,,JeffSh00
9847,Chris Calloway,,
9848,John Kasay,,kasayjoh01
9849,Arizona Cardinals,,
9850,Fred McAfee,,McAfFr00
9851,Ed McCaffrey,,McCaEd00
9852,Keenan McCardell,,McCaKe00
9853,Chris Carter,,
9854,Ernie Mills,,MillEr00
9855,Herman Moore,,MoorHe00
9856,Marty Carter,,
9857,Ted Popson,,PopsTe00
9858,Mike Pritchard,,PritMi00
9859,Jake Reed,,ReedJa00
9860,Doug Chapman,,
9861,Yancey Thigpen,,ThigYa00
9862,Wayne Chrebet,,
9863,Frank Wainright,,WainFr00
9864,Ricky Watters,,WattRi00
9865,Harvey Williams,,WillHa00
9866,Charlie Clemons,,
9867,Scott Zolak,,ZolaSc00
9868,Paul Justin,,JustPa00
9869,Marty Carter,,CartMa20
9870,Bryan Cox,,CoxxBr00
9871,Dixon Edwards,,EdwaDi20
9872,Merton Hanks,,HankMe00
9873,Phil Hansen,,HansPh20
9874,Nolan Harrison,,HarrNo20
9875,Henry Jones,,JoneHe00
9876,Carlester Crumpler,,
9877,Leon Lett,,LettLe00
9878,Darryll Lewis,,LewiDa04
9879,Mo Lewis,,LewiMo00
9880,Todd Lyght,,LyghTo00
9881,Mark Maddox,,MaddMa20
9882,Russell Maryland,,MaryRu00
9883,Charles Mincy,,MincCh20
9884,Roman Phifer,,PhifRo20
9885,Kelvin Pritchett,,PritKe20
9886,Marcus Robertson,,RobeMa21
9887,Michael Sinclair,,SincMi00
9888,Jimmy Spencer,,SpenJi21
9889,Eric Swann,,SwanEr00
9890,William Thomas,,ThomWi00
9891,Ted Washington,,WashTe01
9892,Aeneas Williams,,WillAe00
9893,Alfred Williams,,WillAl00
9894,James Jones,,JoneJa20
9895,Ken Dilger,,
9896,Mike Dumas,,DumaMi20
9897,Kevin Drake,,
9898,Jeff Brady,,BradJe20
9899,Louis Riddick,,RiddLo20
9900,Andre Dyson,,
9901,Quinn Early,,
9902,Mike d. Jones,,
9903,Steve Jackson,,JackSt22
9904,Keith Traylor,,TrayKe20
9905,Scott Kowalkowski,,KowaSc20
9906,Robert Bailey,,BailRo20
9907,Sedrick Irvin,,
9908,Grady Jackson,,
9909,Bill Johnson,,
9910,Brad Johnson,,
9911,Chad Johnson,,
9912,Charles Johnson,,
9913,Darrius Johnson,,
9914,Doug Johnson,,
9915,Ellis Johnson,,
9916,J.j. Johnson,,
9917,Jerry Johnson,,
9918,Joe Johnson,,
9919,Kevin Johnson,,
9920,Keyshawn Johnson,,
9921,Larry Johnson,,
9922,Lee Johnson,,
9923,Leon Johnson,,
9924,Leshon Johnson,,
9925,Lonnie Johnson,,
9926,Malcolm Johnson,,
9927,Norm Johnson,,
9928,Pat Johnson,,
9929,Pepper Johnson,,
9930,Raylee Johnson,,
9931,Rob Johnson,,
9932,Rudi Johnson,,
9933,Ted Johnson,,
9934,Lance Johnstone,,
9935,Cedric Jones,,
9936,Charlie Jones,,
9937,Chris T Jones,,
9938,Damon Jones,,
9939,Dhani Jones,,
9940,Donta Jones,,
9941,Freddie Jones,,
9942,George Jones,,
9943,Greg Jones,,
9944,Terry Allen,,AlleTe00
9945,Steve Broussard,,BrouSt00
9946,Chris Calloway,,CallCh00
9947,J.b. Brown,,
9948,Larry Centers,,CentLa00
9949,Steve Christie,,
9950,Mark Bruener,,
9951,John Friesz,,FrieJo00
9952,Jeff George,,GeorJe00
9953,Eric Green,,GreeEr00
9954,Harold Green,,GreeHa00
9955,Willie Green,,GreeWi00
9956,Jackie Harris,,HarrJa00
9957,Leroy Hoard,,HoarLe00
9958,Anthony Johnson,,JohnAn00
9959,Glenn Cadrez,,
9960,Joe Cain,,
9961,Terance Mathis,,MathTe00
9962,Rae Carruth,,
9963,Brian Mitchell,,MitcBr00
9964,Scott Mitchell,,MitcSc00
9965,Neil O'Donnell,,ODonNe00
9966,Tyrone Carter,,
9967,Ricky Proehl,,ProeRi00
9968,Chris Chambers,,
9969,Shannon Sharpe,,SharSh00
9970,Emmitt Smith,,SmitEm00
9971,Matt Stover,,stovemat01
9972,Bob Christian,,
9973,Derrick Walker,,WalkDe00
9974,Chris Warren,,WarrCh00
9975,Greg Clark,,
9976,Ray Agnew,,AgneRa20
9977,Greg Comella,,
9978,Robert Blackmon,,BlacRo20
9979,Rob Burnett,,BurnRo00
9980,Leroy Butler,,ButlLe00
9981,Mark Carrier,,CarrMa01
9982,Eric Davis,,DaviEr00
9983,James Francis,,FranJa20
9984,Cortez Kennedy,,KennCo00
9985,Lester Archambeau,,ArchLe20
9986,Marvcus Patton,,PattMa21
9987,Bryce Paup,,PaupBr00
9988,Anthony Pleasant,,PleaAn20
9989,Junior Seau,,SeauJu00
9990,Troy Davis,,
9991,Joel Smeenge,,SmeeJo20
9992,Pat Dennis,,
9993,Autry Denson,,
9994,Andre Collins,,CollAn20
9995,Chris Oldham,,OldhCh20
9996,Paul Edinger,,
9997,Mike Lodish,,LodiMi20
9998,Larry Izzo,,
9999,Reggie Jones,,
10000,Thomas Jones,,
10001,Lamont Jordan,,
10002,Ndukwe Kalu,,
10003,Rob Kelly,,
10004,Cortez Kennedy,,
10005,Santana Moss,,
10006,Winston Moss,,
10007,Eric Moulds,,
10008,Muhsin Muhammad,,
10009,Mustafah Muhammad,,
10010,Frank Murphy,,
10011,Eddie Murray,,
10012,Adrian Murrell,,
10013,Bobby Myers,,
10014,Greg Myers,,
10015,Deshone Myles,,
10016,Marcus Nash,,
10017,Lorenzo Neal,,
10018,Joe Nedney,,
10019,Anthony Newman,,
10020,Keith Newman,,
10021,Craig Newsome,,
10022,Dat Nguyen,,
10023,Hardy Nickerson,,
10024,Dennis Northcutt,,
10025,Gabe Northern,,
10026,Ken Norton,,
10027,David Nugent,,
10028,Neil O'Donnell,,
10029,Deltha O'Neal,,
10030,Leslie O'Neal,,
10031,Eric Ogbogu,,
10032,Jeff Ogden,,
10033,Winslow Oliver,,
10034,Erik Olson,,
10035,Ryan Olson,,
10036,Brad Ottis,,
10037,Rich Owens,,
10038,Terrell Owens,,
10039,Troy Aikman,,AikmTr00
10040,Eric Brown,,
10041,Reggie Brown,,
10042,Howard Cross,,CrosHo00
10043,Jason Garrett,,
10044,Chris Jacke,,jackechr01
10045,Kenny Bynum,,
10046,Tony Martin,,MartTo00
10047,Leonardo Carson,,
10048,Eric Metcalf,,MetcEr00
10049,Rodney Peete,,PeetRo00
10050,Byron Chamberlain,,
10051,Andre Rison,,RisoAn00
10052,Barry Sanders,,SandBa00
10053,Deion Sanders,,SandDe00
10054,Corey Chavous,,
10055,Pete Stoyanovich,,stoyapet01
10056,Billy joe Tolliver,,TollBi00
10057,Floyd Turner,,TurnFl00
10058,Wesley Walls,,WallWe00
10059,Trace Armstrong,,ArmsTr00
10060,Steve Atwater,,AtwaSt00
10061,J.B. Brown,,BrowJ.20
10062,John Copeland,,
10063,Ray Crockett,,CrocRa20
10064,Eric Hill,,HillEr20
10065,Casey Crawford,,
10066,Greg Jackson,,JackGr21
10067,Ray Crockett,,
10068,Carnell Lake,,LakeCa00
10069,Wayne Martin,,MartWa00
10070,Kirby Dar Dar,,
10071,Stevon Moore,,MoorSt21
10072,Al Del Greco,,
10073,Chris Doleman,,
10074,Richard Harvey,,HarvRi21
10075,Ron Dugans,,
10076,Jermaine Fazande,,
10077,Chris Mohr,,MohrCh20
10078,Louie Aguiar,,
10079,Thomas Hamner,,
10080,Mike Barber,,
10081,Matt LaBounty,,
10082,Kareem Larrimore,,
10083,Ty Law,,
10084,Leon Lett,,
10085,Todd Lyght,,
10086,Ken Oxendine,,
10087,Green Bay Packers,,
10088,Green Bay Packers,,
10089,David Palmer,,
10090,Carolina Panthers,,
10091,Carolina Panthers,,
10092,De'Mond Parker,,
10093,Jeremiah Parker,,
10094,Bernie Parmalee,,
10095,John Parrella,,
10096,Tony Parrish,,
10097,Patrick Pass,,
10098,Jerome Pathon,,
10099,New England Patriots,,
10100,New England Patriots,,
10101,David Patten,,
10102,Marvcus Patton,,
10103,Jeff Paulk,,
10104,Bryce Paup,,
10105,Seth Payne,,
10106,Doug Pederson,,
10107,Brian Blades,,BladBr00
10108,Tim Brown,,BrowTi00
10109,Gary Brown,,
10110,Chris Chandler,,ChanCh00
10111,Tim Brown,,BrowTi00
10112,Quinn Early,,EarlQu00
10113,Marc Bulger,,
10114,Jeff Burris,,
10115,Brian Kinchen,,KincBr00
10116,Andre Carter,,
10117,Mark Rypien,,
10118,Thurman Thomas,,ThomTh00
10119,Kansas City Chiefs,,
10120,Kansas City Chiefs,,
10121,Tom Tupa,,TupaTo20
10122,Eric Allen,,AlleEr00
10123,Anthony Newman,,NewmAn20
10124,Ken Norton,,NortKe00
10125,Bill Romanowski,,RomaBi00
10126,Neil Smith,,SmitNe00
10127,Chris Spielman,,SpieCh00
10128,Fred Strickland,,StriFr20
10129,James Dearth,,
10130,James Hasty,,HastJa00
10131,Ron Dixon,,
10132,Troy Drayton,,
10133,Chad Hennings,,HennCh20
10134,Jim Druckenmiller,,
10135,Deon Dyer,,
10136,Jeff Feagles,,
10137,Jeff Garcia,,
10138,Darrell Jackson,,
10139,Henry Jones,,
10140,Charles Jordan,,
10141,Tremain Mack,,
10142,Kris Mangum,,
10143,Tee Martin,,
10144,Derrick Mason,,
10145,Rico Mcdonald,,
10146,Steve Beuerlein,,BeueSt00
10147,Mark Carrier,,CarrMa00
10148,Cris Carter,,
10149,Greg Davis,,davisgre01
10150,Rich Gannon,,GannRi00
10151,Jim Harbaugh,,HarbJi00
10152,John Burrough,,
10153,Jeff Jaeger,,jaegejef01
10154,Lew Bush,,
10155,Keion Carpenter,,
10156,Chris Miller,,MillCh00
10157,Ki-Jana Carter,,
10158,Vinny Testaverde,,TestVi00
10159,Rod Woodson,,WoodRo01
10160,Cornelius Bennett,,BennCo00
10161,Greg Lloyd,,LloyGr00
10162,Tim McDonald,,McDoTi00
10163,Hardy Nickerson,,NickHa00
10164,James Darling,,
10165,Henry Thomas,,ThomHe00
10166,Koy Detmer,,
10167,Tyrone Braxton,,BraxTy00
10168,Tim Dwight,,
10169,Conrad Hamilton,,
10170,Bobby Hamilton,,
10171,Joe Hamilton,,
10172,Casey Hampton,,
10173,Jason Hanson,,
10174,Byron Hanspard,,
10175,James Jones,,
10176,Kerry Joseph,,
10177,Keith Lyle,,
10178,Peyton Manning,,
10179,Steve Martin,,
10180,Wayne Martin,,
10181,Kevin Mathis,,
10182,Derrick Mayes,,
10183,Bubby Brister,,BrisBu00
10184,Tampa Bay Buccaneers,,
10185,Derrick Burgess,,
10186,Devin Bush,,
10187,Isaac Byrd,,
10188,Lamar Chapman,,
10189,San Diego Chargers,,
10190,Webster Slaughter,,SlauWe00
10191,Charles Haley,,HaleCh00
10192,Pepper Johnson,,JohnPe01
10193,Brad Daluiso,,
10194,Clyde Simmons,,SimmCl00
10195,Sean Dawkins,,
10196,Ty Detmer,,
10197,Na'il Diggs,,
10198,Kurt Gouveia,,GouvKu20
10199,Leslie O'Neal,,ONeaLe00
10200,Tommy Barnhardt,,BarnTo22
10201,Merton Hanks,,
10202,Chris Jacke,,
10203,Robert Jones,,
10204,Stacey Mack,,
10205,David Macklin,,
10206,Mark Maddox,,
10207,Mike Mamula,,
10208,Olindo Mare,,
10209,Steve Bono,,BonoSt00
10210,Cornell Brown,,
10211,Randall Cunningham,,CunnRa00
10212,Cleveland Browns,,
10213,Correll Buckhalter,,
10214,Lee Johnson,,johnslee01
10215,Shante Carver,,
10216,Andre Reed,,ReedAn00
10217,Jerry Rice,,RiceJe00
10218,Darrin Chiaverini,,
10219,Kendrick Clancy,,
10220,Quentin Coryatt,,
10221,Chris Doleman,,DoleCh00
10222,Bruce Smith,,SmitBr00
10223,Warrick Dunn,,
10224,Doug Flutie,,FlutDo00
10225,Ty Hallock,,
10226,Raghib Ismail,,
10227,John Jurkovic,,
10228,Curtis Martin,,
10229,Tony Mccombs,,
10230,Tony Mccoy,,
10231,Andy Mccullough,,
10232,Macey Brooks,,
10233,Irving Fryar,,FryaIr00
10234,Duane Clemons,,
10235,Chris Combs,,
10236,James Cotton,,
10237,Shockmain Davis,,
10238,Reggie White,,
10239,Jerry Drake,,
10240,John Kidd,,KiddJo20
10241,Brian Hansen,,HansBr20
10242,John Hall,,
10243,Steve Israel,,
10244,Tebucky Jones,,
10245,Ken Lucas,,
10246,Sam Madison,,
10247,Brock Marion,,
10248,Anthony Marshall,,
10249,Torrance Marshall,,
10250,Tony Martin,,
10251,Gilbert Brown,,
10252,Na Brown,,
10253,Shawn Bryson,,
10254,Trey Junkin,,JunkTr20
10255,Darrell Green,,GreeDa00
10256,Brad Culpepper,,
10257,Reggie Roby,,RobyRe20
10258,Travis Hall,,
10259,Marcus Jones,,
10260,Mike A. Jones,,
10261,Morten Andersen,,andermor01
10262,Gary Anderson,,andergar02
10263,Aaron Brooks,,
10264,Mike Horan,,HoraMi20
10265,Keith Hamilton,,
10266,Phil Hansen,,
10267,Randy Jordan,,
10268,Derek Loville,,
10269,Rick Lyle,,
10270,Dustin Lyman,,
10271,John Lynch,,
10272,Luther Broughton,,
10273,Wade Wilson,,WilsWa00
10274,Henri Crockett,,
10275,Brian Hansen,,
10276,Mike Jones,,
10277,Anthony Malbrough,,
10278,Eddie Murray,,murraedd01
10279,Joel Makovicka,,
10280,Norm Hand,,
10281,Marvin Jones,,
10282,Dan Marino,,
10283,Cecil Martin,,
10284,Lonnie Marts,,
10285,Shane Matthews,,
10286,Jamie Martin,,
10287,James Allen,,
10288,Terry Allen,,
10289,Will Allen,,
10290,John Allred,,
10291,Mike Alstott,,
10292,Ashley Ambrose,,
10293,Jamal Anderson,,
10294,Mike Anderson,,
10295,Rashard Anderson,,
10296,Richie Anderson,,
10297,Reidel Anthony,,
10298,Justin Armour,,
10299,Jessie Armstead,,
10300,Trace Armstrong,,
10301,Jahine Arnold,,
10302,Lavar Arrington,,
10303,Jamie Asher,,
10304,Obafemi Ayanbadejo,,
10305,Jerry Azumah,,
10306,Champ Bailey,,
10307,Karsten Bailey,,
10308,Robert Bailey,,
10309,Robert Baker,,
10310,Jerry Ball,,
10311,Mike Barber,,
10312,Ronde Barber,,
10313,Shawn Barber,,
10314,Tiki Barber,,
10315,Bryan Barker,,
10316,Tommy Barnhardt,,
10317,David Barrett,,
10318,Michael Barrow,,
10319,William Bartee,,
10320,Brent Bartholomew,,
10321,Eric Barton,,
10322,Mike Bartrum,,
10323,Mario Bates,,
10324,Michael Bates,,
10325,Marco Battaglia,,
10326,Fred Baxter,,
10327,Gary Baxter,,
10328,Robert Bean,,
10329,Buffalo Bills,,
10330,Indianapolis Colts,,
10331,Miami Dolphins,,
10332,New England Patriots,,
10333,New York Jets,,
10334,Cincinnati Bengals,,
10335,Cleveland Browns,,
10336,Tennessee Titans,,
10337,Jacksonville Jaguars,,
10338,Pittsburgh Steelers,,
10339,Denver Broncos,,
10340,Kansas City Chiefs,,
10341,Oakland Raiders,,
10342,San Diego Chargers,,
10343,Seattle Seahawks,,
10344,Dallas Cowboys,,
10345,New York Giants,,
10346,Philadelphia Eagles,,
10347,Arizona Cardinals,,
10348,Washington Redskins,,
10349,Chicago Bears,,
10350,Detroit Lions,,
10351,Green Bay Packers,,
10352,Minnesota Vikings,,
10353,Tampa Bay Buccaneers,,
10354,Atlanta Falcons,,
10355,Carolina Panthers,,
10356,St. Louis Rams,,
10357,New Orleans Saints,,
10358,San Francisco 49ers,,
10359,Baltimore Ravens,,
10360,Houston Texans,,
10361,Kendrell Bell,,
10362,Marcus Bell,,
10363,Myron Bell,,
10364,Jay Bellamy,,
10365,Jason Belser,,
10366,Buffalo Bills,,
10367,Indianapolis Colts,,
10368,Miami Dolphins,,
10369,New England Patriots,,
10370,New York Jets,,
10371,Cincinnati Bengals,,
10372,Cleveland Browns,,
10373,Tennessee Titans,,
10374,Jacksonville Jaguars,,
10375,Pittsburgh Steelers,,
10376,Denver Broncos,,
10377,Kansas City Chiefs,,
10378,Oakland Raiders,,
10379,San Diego Chargers,,
10380,Seattle Seahawks,,
10381,Dallas Cowboys,,
10382,New York Giants,,
10383,Philadelphia Eagles,,
10384,Arizona Cardinals,,
10385,Washington Redskins,,
10386,Chicago Bears,,
10387,Detroit Lions,,
10388,Green Bay Packers,,
10389,Minnesota Vikings,,
10390,Tampa Bay Buccaneers,,
10391,Atlanta Falcons,,
10392,Carolina Panthers,,
10393,St. Louis Rams,,
10394,New Orleans Saints,,
10395,San Francisco 49ers,,
10396,Baltimore Ravens,,
10397,Houston Texans,,
10398,Bert Berry,,
10399,Jerome Bettis,,
10400,Steve Beuerlein,,
10401,Tshimanga Biakabutuka,,
10402,Josh Bidwell,,
10403,Buffalo Bills,,
10404,Buffalo Bills,,
10405,Avion Black,,
10406,Clifton Black,,
10407,Michael Black,,
10408,Robert Blackmon,,
10409,Will Blackwell,,
10410,Derrick Blaylock,,
10411,Onrea Jones,,
10412,Felton Huggins,,
10413,Connor Hughes,,
10414,Jesse Holley,,
10415,Chad Hall,,
10416,Ricky Foley,,
10417,Isaako Aaitui,,
10418,Kimble Anders,,
10419,Dudley Guice,,
10420,Joe Tronzo,,
10421,Jason Chery,,
10422,Brian Jackson,,
10423,Kion Wilson,,
10424,Isaiah Greenhouse,,
10425,Maurice Simpkins,,
10426,Paul Pratt,,
10427,Barry Turner,,
10428,Ryan Purvis,,
10429,Richmond McGee,,
10430,Josh Mauga,,
10431,Emanuel Cook,,
10432,Vincent Rey,00-0027245,
10433,Kellen Heard,,
10434,Derrick Townsel,,
10435,Isaiah Trufant,,
10436,Jeff Tarpinian,,
10437,Cary Blanchard,,
10438,Mortty Ivy,,
10439,Chavis Williams,,
10440,Stephen Franklin,,
10441,Chris Boniol,,
10442,Rob Myers,,
10443,Josh Victorian,,
10444,John Carney,,
10445,Ricky Lumpkin,,
10446,Kyle Nelson,00-0028374,
10447,Daryl Carter,,
10448,Robert Gill,,
10449,Chase Baker,,
10450,Troy Brown,,
10451,Marcus Cromartie,00-0030317,
10452,Brad Daluiso,,
10453,Al Delgreco,,
10454,Keith Elias,,
10455,Damaso Munoz,,
10456,Tenny Palepoi,,
10457,Jordan Gay,,
10458,Casey Walker,,
10459,Deandre Coleman,,
10460,Jumal Rolle,,
10461,Greg Ducre,,
10462,Lowell Rose,,
10463,Tramain Jacobs,,
10464,Justin Staples,,
10465,Anthony Denham,00-0031140,
10466,Jerome Smith,,
10467,Lawrence Virgil,,
10468,Tedy Bruschi,,
10469,Rakim Cox,,
10470,Robenson Therezie,00-0031680,
10471,Terrance Plummer,,
10472,Tony Washington,,
10473,Tevin McDonald,,
10474,Josh Keyes,00-0031847,
10475,Deji Olatoye,,
10476,Ronnie Harris,,
10477,Vaughn Hebron,,
10478,Julian Howsare,,
10479,Ryan O'Malley,00-0032932,
10480,D.J. Tialavea,,
10481,Dialleo Burks,,
10482,Plaxico Burress,,
10483,Michael Husted,,
10484,James Jenkins,,
10485,James Jett,,
10486,Norm Johnson,,
10487,Charles Jordan,,
10488,Trung Canidate,,
10489,Erik Kramer,,
10490,Derek Loville,,
10491,Obafemi Ayanbadejo,,
10492,Jamie Martin,,
10493,Shane Matthews,,
10494,Richie Cunningham,,
10495,Warren Moon,,
10496,Rob Moore,,
10497,Quincy Carter,,
10498,Tom Carter,,
10499,Chad Cascadden,,
10500,Bernie Parmalee,,
10501,Frank Chamberlin,,
10502,Chris Chandler,,
10503,Eric Chandler,,
10504,Marquan McCall,,
10505,Josh Ali,,
10506,Nolan Cooney,00-0036539,
10507,Dwight Stone,,
10508,Jeff Thomason,,
10509,Mike Tomczak,,
10510,Samson Nacua,,
10511,Jamie Sheriff,,
10512,Steve Walsh,,
10513,Derrik Clark,,
10514,Desmond Clark,,
10515,Cameron Cleeland,,
10516,Leslie Shepherd,,
10517,Mike Hollis,,
10518,Rod Smith,,
10519,Randy Jordan,,
10520,Wayne Chrebet,,
10521,Mack Strong,,
10522,Tony Carter,,
10523,Ron Rivers,,
10524,Brian Kozlowski,,
10525,James McKnight,,
10526,Chris Thomas,,
10527,Jeff Wilkins,,
10528,James Harris,,
10529,Mike a. Jones,,
10530,John Jurkovic,,
10531,George Koonce,,
10532,Lonnie Marts,,
10533,Randall Cunningham,,
10534,Eric Curry,,
10535,Darren Mickell,,
10536,Eric Davis,,
10537,John Randle,,
10538,Eugene Robinson,,
10539,Tony Siragusa,,
10540,Vinson Smith,,
10541,Jessie Tuggle,,
10542,Bernard Whittington,,
10543,Tim Hauck,,
10544,Victor Green,,
10545,Otis Smith,,
10546,Kwamie Lassiter,,
10547,Brent Alexander,,
10548,Robert Griffith,,
10549,Anthony Marshall,,
10550,Anthony Dorsett,,
10551,Harald Hasselbach,,
10552,Chris Draft,,
10553,Tyrone Drakeford,,
10554,D'marco Farr,,
10555,Shawn Price,,
10556,Shane Dronett,,
10557,Tito Wooten,,
10558,Randy Kirk,,
10559,Mike Dumas,,
10560,Tom McManus,,
10561,Philadelphia Eagles,,
10562,Pellom McDaniels,,
10563,J.J. McCleskey,,
10564,Jay Bellamy,,
10565,Bernardo Harris,,
10566,Billy Davis,,
10567,Junior Bryant,,
10568,Karim Abdul-Jabbar,,
10569,Rick Lyle,,
10570,Hollis Thomas,,
10571,Larry Bowie,,
10572,Greg Delong,,
10573,Jermaine Ross,,
10574,Calvin Jackson,,
10575,Brian Walker,,
10576,Tim Morabito,,
10577,Deon Figures,,
10578,Ron Rice,,
10579,Tyoka Jackson,,
10580,Karl Williams,,
10581,Brian Finneran,,
10582,Clif Groce,,
10583,Jeff Gooch,,
10584,Dwayne Carswell,,
10585,Percy Ellsworth,,
10586,Josh Evans,,
10587,Marquis Walker,,
10588,Mark Harris,,
10589,John Hall,,
10590,Bryan Barker,,
10591,Josh Miller,,
10592,Tom Rouen,,
10593,Rick Tuten,,
10594,Jeff Feagles,,
10595,Tom Hutton,,
10596,Scott Player,,
10597,Rod Gardner,,
10598,Dan Stryzinski,,
10599,Mark Royals,,
10600,John Jett,,
10601,Doug Pederson,,
10602,Andre Royal,,
10603,Kevin Mathis,,
10604,Toby Gowin,,
10605,Ronald McKinnon,,
10606,Jason Garrett,,
10607,Bobby Hamilton,,
10608,Anthony Harris,,
10609,Harold Morrow,,
10610,Latorio Rachal,,
10611,Travis Kirschke,,
10612,Chad Lewis,,
10613,Derrick Cullors,,
10614,O.J. Brigance,,
10615,Jason Gavadza,,
10616,Don Davis,,
10617,Sammy Knight,,
10618,Fabien Bownes,,
10619,Marlon Forbes,,
10620,Zack Bronson,,
10621,Chris Hetherington,,
10622,Kyle Richardson,,
10623,Freddie Solomon,,
10624,Keith Mitchell,,
10625,Tommy Bennett,,
10626,Priest Holmes,,
10627,John Farquhar,,
10628,James Hundon,,
10629,Steve Bush,,
10630,James Logan,,
10631,Billy Jenkins,,
10632,Jay Williams,,
10633,Shelton Quarles,,
10634,Bernard Holsey,,
10635,Eric Smith,,
10636,Billy Granville,,
10637,Walter Rasby,,
10638,Sean Landeta,,
10639,Ryan Kuehl,,
10640,Tim Terry,,
10641,Curtis Anderson,,
10642,Floyd Young,,
10643,Kelly Holcomb,,
10644,Keith Washington,,
10645,Charlie Clemons,,
10646,Mike Quinn,,
10647,Donovan Greer,,
10648,Terry Cousin,,
10649,Tyrone Williams,,
10650,Ray Lucas,,
10651,Tim McTyer,,
10652,Riddick Parker,,
10653,Oliver Gibson,,
10654,Ed Smith,,
10655,Robert Chancey,,
10656,Sherrod Gideon,,
10657,Mike Mohring,,
10658,Sean Gilbert,,
10659,Al Wallace,,
10660,Rashod Swinger,,
10661,Van Tuinei,,
10662,Eric Green,,
10663,Kirby Dar Dar,,
10664,Harold Green,,
10665,Steve Lindsey,,
10666,Oronde Gadsden,,
10667,Jerry Drake,,
10668,Lional Dalton,,
10669,Spencer Reid,,
10670,Mike Green,,
10671,Adrian Ross,,
10672,Greg Truitt,,
10673,Damon Gibson,,
10674,Jeff Ogden,,
10675,Robert Thomas,,
10676,George Coghill,,
10677,Lamar Campbell,,
10678,Kevin O'Neill,,
10679,Jude Waddy,,
10680,Billy Lyon,,
10681,Victor Green,,
10682,Ratcliff Thomas,,
10683,Larry Chester,,
10684,Eric Hicks,,
10685,Damon Huard,,
10686,Larry Izzo,,
10687,Earl Little,,
10688,Josh Wilcox,,
10689,Josh Taves,,
10690,Tremayne Stephens,,
10691,Robert Wilson,,
10692,Jeff Posey,,
10693,Tony Horne,,
10694,Rabih Abdullah,,
10695,Mitch Palmer,,
10696,Perry Phenix,,
10697,Tim Denton,,
10698,Cornelius Griffin,,
10699,Wade Richey,,
10700,Mike Vanderjagt,,
10701,Ed Howard,,
10702,Rodney Williams,,
10703,Nick Gallery,,
10704,Robert Griffith,,
10705,Corey Walker,,
10706,Brandon Bennett,,
10707,Shawn Stuckey,,
10708,Clif Groce,,
10709,Mark Thomas,,
10710,Kaseem Sinceno,,
10711,Greg Comella,,
10712,Brock Olivo,,
10713,Karl Hankton,,
10714,Tony Blevins,,
10715,Henry Taylor,,
10716,Jay Fiedler,,
10717,Drew Haddad,,
10718,Tawambi Settles,,
10719,Eric Vance,,
10720,Clark Haggans,,
10721,Ray Hill,,
10722,James Allen,,
10723,Jermaine Williams,,
10724,Az-Zahir Hakim,,
10725,Nate Hobgood-Chittick,,
10726,Corey Sears,,
10727,Kato Serwanga,,
10728,Charles Haley,,
10729,Jermaine Haley,,
10730,Brad Costello,,
10731,Cory Hall,,
10732,Billy Austin,,
10733,Jeff Hall,,
10734,Darren Hambrick,,
10735,Dirk Johnson,,
10736,James Hasty,,
10737,Terry Irving,,
10738,Qadry Ismail,,
10739,Jabari Issa,,
10740,Calvin Jackson,,
10741,James Jackson,,
10742,Andrew Jordan,,
10743,Joe Jurevicius,,
10744,Chad Dukes,,
10745,Edward Thomas,,
10746,Marlon Barnes,,
10747,Damon Hodge,,
10748,Isiah Kacyvenski,,
10749,Sean Key,,
10750,Micah Knorr,,
10751,Jimmy Wyrick,,
10752,Chris Daniels,,
10753,Zeron Flemister,,
10754,Derrick Ham,,
10755,Josh Symonette,,
10756,Keith Miller,,
10757,London Dunlap,,
10758,Jonas Lewis,,
10759,Cedric Killings,,
10760,Andy Katzenmoyer,,
10761,Thabiti Davis,,
10762,Jack Golden,,
10763,Kevin Lewis,,
10764,Craig Walendy,,
10765,Dwight Johnson,,
10766,Ron Powlus,,
10767,Eric Johnson,,
10768,Trent Gamble,,
10769,Doug Johnson,,
10770,Karon Coleman,,
10771,Jermaine Wiggins,,
10772,Raion Hill,,
10773,Matt Chatham,,
10774,Casey Crawford,,
10775,Clint Stoerner,,
10776,Tommy Hendricks,,
10777,Corey Atkins,,
10778,Pete Swanson,,
10779,Courtney Ledyard,,
10780,Craig Miller,,
